place_id,name,address,latitude,longitude,rating,review_count,primary_type,types,website,google_maps_url,search_query,price_numeric_imputed,price_tier_imputed,price_tier_numeric
ChIJzfCzh0dwhlQRvxoKITjJ4gY,Hachi Hana Japanese Restaurant,"1426 Lonsdale Ave, North Vancouver, BC V7M 2J1",49.3214922,-123.072144,4.5,902.0,japanese_restaurant,"sushi_restaurant, meal_takeaway, japanese_restaurant, restaurant, food, point_of_interest, establishment",https://hachihana.ca/,https://maps.google.com/?cid=496180151873837759&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in North Vancouver BC,2.0,$$,2
ChIJGTd4Z_dzhlQRSbJInD5Z0zI,Cambie Vietnamese Restaurant,"4136 Main St, Vancouver, BC V5V 3P7",49.2482993,-123.1007904,4.5,897.0,vietnamese_restaurant,"vietnamese_restaurant, restaurant, food, point_of_interest, establishment",https://www.cambievietnameserestaurant.com/,https://maps.google.com/?cid=3662369047427199561&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vietnamese restaurants in Mount Pleasant BC,1.0,$,1
ChIJMXAeXMlzhlQRZZpqQjvb_Wg,S.A.M.E Vietnamese Eatery,"976 Denman St, Vancouver, BC V6G 2M1",49.2896093,-123.1380746,4.5,895.0,vietnamese_restaurant,"vietnamese_restaurant, restaurant, food, point_of_interest, establishment",,https://maps.google.com/?cid=7565443996616137317&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vietnamese restaurants in Downtown Vancouver BC,1.0,$,1
ChIJbyxFM0lxhlQR1t1VgxU59J8,Cream Pony,"B2 111 1st Street East, Find us around back in the alleyway, Lolo Ln, North Vancouver, BC V7L 4X9",49.31118730000001,-123.0783311,4.5,873.0,restaurant,"restaurant, donut_shop, coffee_shop, bakery, meal_takeaway, cafe, food_store, store, food, point_of_interest, establishment",http://creampony.ca/,https://maps.google.com/?cid=11525900110908480982&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vegan restaurants in North Vancouver BC,2.0,$$,2
ChIJ15BdpFxzhlQRM-0RTohuMFY,Osteria Elio Volpe,"540 W 17th Ave, Vancouver, BC V5Z 1T4",49.255852,-123.1157579,4.5,857.0,restaurant,"restaurant, food, point_of_interest, establishment",https://www.eliovolpe.com/,https://maps.google.com/?cid=6210585417848319283&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in Kitsilano BC,2.0,$$,2
ChIJr8F_tCd1hlQRZ-Pf8cM4TDg,Anar Persian Cuisine,"3800 Bayview St #108, Richmond, BC V7E 6K7",49.1239074,-123.1841046,4.5,857.0,persian_restaurant,"persian_restaurant, restaurant, food, point_of_interest, establishment",https://www.anargrill.com/,https://maps.google.com/?cid=4056679778581734247&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mediterranean restaurants in Richmond BC,2.0,$$,2
ChIJ2bkM2MxzhlQRCLKAwx7mpMU,Midam Korean Restaurant- Vancouver,"3211 W Broadway, Vancouver, BC V6K 2H5",49.264345,-123.1764925,4.5,845.0,korean_restaurant,"korean_restaurant, restaurant, food, point_of_interest, establishment",https://midamkoreanrestaurant.com/,https://maps.google.com/?cid=14241760941455749640&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Korean restaurants in Kitsilano BC,2.0,$$,2
ChIJJ8sgfZ9zhlQRrSdLI_XBmAM,Andonis Vancouver,"1193 Granville St, Vancouver, BC V6Z 1M1",49.2774343,-123.12631169999996,4.5,843.0,restaurant,"restaurant, food, point_of_interest, establishment",https://www.andonisvancouver.com/,https://maps.google.com/?cid=259170237177079725&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mediterranean restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJDXTkDyJxhlQRa78Uyk8u9GE,Le Pho Vietnamese Restaurant,"2503 E Hastings St, Vancouver, BC V5K 1Z2",49.281274,-123.054338,4.5,834.0,vietnamese_restaurant,"vietnamese_restaurant, restaurant, food, point_of_interest, establishment",https://www.facebook.com/LePho604/,https://maps.google.com/?cid=7058317436224061291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vietnamese restaurants in Commercial Drive BC,1.0,$,1
ChIJnSSZILVxhlQRim_zBeFjr1Q,Kim’s family Korean restaurant 김고집 순대국밥,"140 Lonsdale Ave, North Vancouver, BC V7M 2E8",49.3122889,-123.0779096,4.5,834.0,restaurant,"restaurant, korean_restaurant, food, point_of_interest, establishment",https://www.zomi.menu/shop/kimsfamilykoreanrestaurant,https://maps.google.com/?cid=6102205838228942730&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in North Vancouver BC,2.0,$$,2
ChIJh04xmItxhlQRRdfJbkB4TR0,Zoomak Korean Tavern,"52 Alexander St, Vancouver, BC V6A 1B4",49.2834565,-123.1029536,4.5,828.0,korean_restaurant,"korean_restaurant, restaurant, food, point_of_interest, establishment",http://zoomakyvr.com/,https://maps.google.com/?cid=2111476018438592325&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Korean restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJRVCPvuhzhlQROwcFYOPZJFA,Shiro,"3096 Cambie St., Vancouver, BC V5Z 2V9",49.2579446,-123.1146049,4.5,814.0,japanese_restaurant,"japanese_restaurant, sushi_restaurant, restaurant, food, point_of_interest, establishment",https://www.facebook.com/shirojapaneserestaurant.vancouver/,https://maps.google.com/?cid=5774980192787564347&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in Mount Pleasant BC,2.0,$$,2
ChIJAbfFv9t2hlQRlA_cjAAwBEo,Argo Greek Cuisine Pizza & Pasta,"3790 Canada Wy #108, Burnaby, BC V5G 1G4",49.25443310000001,-123.0207087,4.5,780.0,meal_takeaway,"meal_takeaway, pizza_delivery, greek_restaurant, catering_service, meal_delivery, food_delivery, restaurant, food, point_of_interest, service, establishment",https://argogreek.ca/,https://maps.google.com/?cid=5333440637634875284&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mediterranean restaurants in Burnaby BC,2.0,$$,2
ChIJG1OD4h1zhlQR4gMrrKk63s4,mumu kitchen,"1738 Davie St, Vancouver, BC V6G 0B1",49.2865139,-123.14105219999998,4.5,775.0,korean_restaurant,"korean_restaurant, restaurant, food, point_of_interest, establishment",https://order.tryotter.com/s/mumu-kitchen/1738-davie-street-vancouver/47b433e4-1530-4c5b-b26e-9639a1ff703e,https://maps.google.com/?cid=14906416317055304674&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Korean restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJ9SJU2HhxhlQRx8uVMErX-TI,Mythos Taverna,"132 3rd St W, North Vancouver, BC V7M 1E8",49.3142041,-123.0781497,4.5,771.0,greek_restaurant,"greek_restaurant, restaurant, food, point_of_interest, establishment",http://mythostaverna.ca/,https://maps.google.com/?cid=3673203684740025287&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mediterranean restaurants in North Vancouver BC,2.0,$$,2
ChIJ8f6KkBNzhlQR9oz20qMWukY,New Fuji,"1815 W 1st Ave, Vancouver, BC V6J 4M6",49.2708098,-123.1470093,4.5,767.0,restaurant,"restaurant, japanese_restaurant, food, point_of_interest, establishment",https://new-fuji.ca/,https://maps.google.com/?cid=5096410821197991158&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in Kitsilano BC,2.0,$$,2
ChIJcaBgLwh1hlQRp2UdMmvM6SI,Sumi Korean Restaurant,"5628 Victoria Dr, Vancouver, BC V5P 3W4",49.2336015,-123.0653432,4.5,766.0,korean_restaurant,"korean_restaurant, restaurant, food, point_of_interest, establishment",https://www.clover.com/online-ordering/sumi-korean-restaurant-vancouver,https://maps.google.com/?cid=2515766627637487015&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Korean restaurants in Mount Pleasant BC,2.0,$$,2
ChIJbQwfVTd3hlQRrNbHfHr-z1Y,Takara Sushi,"3726 Canada Wy, Burnaby, BC V5G 1G4",49.2546085,-123.0225166,4.5,761.0,sushi_restaurant,"sushi_restaurant, asian_restaurant, seafood_restaurant, meal_takeaway, japanese_restaurant, restaurant, food, point_of_interest, establishment",http://www.takarasushi.ca/,https://maps.google.com/?cid=6255498209473844908&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in Burnaby BC,2.0,$$,2
ChIJ_SfvgDhwhlQRW4c3we7n1iM,Palki Indian Cuisine,"116 15th St E, North Vancouver, BC V7M 2J1",49.3223283,-123.0714801,4.5,757.0,indian_restaurant,"indian_restaurant, fine_dining_restaurant, asian_restaurant, diner, meal_delivery, food_delivery, meal_takeaway, wholesaler, manufacturer, supplier, restaurant, food, point_of_interest, establishment",https://onlinefoodordering.ca/palki,https://maps.google.com/?cid=2582506448973432667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Indian restaurants in North Vancouver BC,2.0,$$,2
ChIJPf4WDVtwhlQR47Y5NrZDYNY,Sansho Sushi & Japanese Dining,"707 Queensbury Ave, North Vancouver, BC V7L 3V9",49.3127793,-123.0574227,4.5,748.0,japanese_restaurant,"japanese_restaurant, sushi_restaurant, restaurant, food, point_of_interest, establishment",https://sanshosushi.com/,https://maps.google.com/?cid=15447421171753662179&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in North Vancouver BC,2.0,$$,2
ChIJWX04OYhxhlQRrj8ua53qkZc,Nook West End,"781 Denman St, Vancouver, BC V6G 3E4",49.2917687,-123.1353647,4.5,745.0,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",http://nookrestaurants.com/,https://maps.google.com/?cid=10921768533179121582&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in West End BC,2.0,$$,2
ChIJqWVBhTVxhlQRqIQz2VJ71OM,Got Phở Thiên Kim,"2523 Nanaimo St, Vancouver, BC V5N 5E6",49.2617875,-123.0568524,4.5,729.0,vietnamese_restaurant,"vietnamese_restaurant, restaurant, food, point_of_interest, establishment",https://www.zomi.menu/shop/gotphthinkim,https://maps.google.com/?cid=16416882137433867432&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vietnamese restaurants in Commercial Drive BC,1.0,$,1
ChIJ6QF2DX9xhlQRX4BsBzkr_fs,Nook Shipyards,"150 Victory Ship Way #160, North Vancouver, BC V7L 0B2",49.3101561,-123.0790694,4.5,727.0,restaurant,"restaurant, food, point_of_interest, establishment",https://nookrestaurants.com/,https://maps.google.com/?cid=18157716796565389407&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in North Vancouver BC,2.0,$$,2
ChIJu8JUrD5whlQRIpbjx4IZkus,Pawan’s Indian Kitchen,"1925 Lonsdale Ave, North Vancouver, BC V7M 2K2",49.3266575,-123.0723375,4.5,726.0,indian_restaurant,"indian_restaurant, restaurant, food, point_of_interest, establishment",http://www.pawansindiankitchen.ca/,https://maps.google.com/?cid=16974657995002844706&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Indian restaurants in North Vancouver BC,2.0,$$,2
ChIJASZOc4VzhlQRCJbMmNGda_k,Fiore Famiglia,"2603 W 16th Ave, Vancouver, BC V6K 3C2",49.2578279,-123.1651315,4.5,719.0,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",http://fiorerestaurants.ca/,https://maps.google.com/?cid=17972632261489366536&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in Kitsilano BC,2.0,$$,2
ChIJ837H2aNzhlQRNbX6Nktr8ns,Damaskino Shawarma,"835 Denman St, Vancouver, BC V6G 2L7",49.2910041,-123.1364158,4.5,719.0,restaurant,"restaurant, food, point_of_interest, establishment",http://damaskinoshawarma.zomi.menu/,https://maps.google.com/?cid=8931318981818234165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Lebanese restaurants in Mount Pleasant BC,2.0,$$,2
ChIJr6Gihk53hlQRAEsNxyohEa0,Pho Den,"6401 Kingsway #120, Burnaby, BC V5E 1E1",49.219867,-122.9700575,4.5,714.0,restaurant,"restaurant, vietnamese_restaurant, food, point_of_interest, establishment",https://www.zomi.menu/shop/phoden,https://maps.google.com/?cid=12470785310777494272&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vietnamese restaurants in Burnaby BC,1.0,$,1
ChIJEaBsE9pxhlQRFJ6t5iY3GHw,Farina a Legna,"119 E 2nd St, North Vancouver, BC V7L 1C2",49.31220520000001,-123.0772182,4.5,706.0,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",http://www.farinaalegna.com/,https://maps.google.com/?cid=8941957700362542612&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in North Vancouver BC,2.0,$$,2
ChIJC7zgATpzhlQRNy6sq4jKhQs,John 3:16 Malaysian Delights,"1063 W Broadway, Vancouver, BC V6H 1E2",49.2636018,-123.1280703,4.5,691.0,malaysian_restaurant,"malaysian_restaurant, restaurant, food, point_of_interest, establishment",https://john316mydelights.com/,https://maps.google.com/?cid=830292394664275511&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Caribbean restaurants in West End BC,2.0,$$,2
ChIJ-bkBardzhlQRgiqIiDyxSrc,Akbar's Own Cuisine of India,"1905 W Broadway, Vancouver, BC V6J 1Z3",49.26402,-123.14842259999998,4.5,688.0,indian_restaurant,"indian_restaurant, restaurant, food, point_of_interest, establishment",https://order.akbarsvancouver.com/,https://maps.google.com/?cid=13207563730764180098&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Indian restaurants in Kitsilano BC,2.0,$$,2
ChIJET2uRHJxhlQRIGUbZ-5Hi1Y,Dosanko Restaurant,"566 Powell St Unit #100, Vancouver, BC V6A 1G9",49.2829258,-123.0919095,4.5,673.0,japanese_restaurant,"japanese_restaurant, restaurant, food, point_of_interest, establishment",http://dosankorestaurant.ca/,https://maps.google.com/?cid=6236157198282220832&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in Gastown BC,2.0,$$,2
ChIJG2G7MHwLhlQRHd8GoyFh7hQ,Edokko Nigiri Sushi (Dine-in only),"3679 Westminster Hwy, Richmond, BC V7C 5V2",49.1703377,-123.181571,4.5,670.0,sushi_restaurant,"sushi_restaurant, japanese_restaurant, restaurant, food, point_of_interest, establishment",https://www.edokkonigirisushi.ca/,https://maps.google.com/?cid=1508249722312646429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in Richmond BC,2.0,$$,2
ChIJRYQCET9xhlQRsN1Fxhqm1PI,Turks Coffee Bar,"1276 Commercial Dr, Vancouver, BC V5L 3X4",49.2732983,-123.0693635,4.5,669.0,coffee_shop,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",http://www.milanocoffee.ca/,https://maps.google.com/?cid=17497793086167047600&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Turkish restaurants in Commercial Drive BC,2.0,$$,2
ChIJ27ojj9NzhlQRcJhTE_WSFts,Four Olives restaurant- best Greek restaurant,"4510 W 10th Ave, Vancouver, BC V6R 2J1",49.2636985,-123.2094316,4.5,662.0,greek_restaurant,"greek_restaurant, mediterranean_restaurant, italian_restaurant, restaurant, food, point_of_interest, establishment",http://www.fourolives.ca/,https://maps.google.com/?cid=15786967125082740848&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mediterranean restaurants in Kitsilano BC,2.0,$$,2
ChIJg01-3P1zhlQRXUEZrVADdBY,LUCKY SUSHI CO.,"1184 Denman St #203, Vancouver, BC V6G 1W2",49.2872964,-123.1415177,4.5,646.0,sushi_restaurant,"sushi_restaurant, japanese_restaurant, restaurant, food, point_of_interest, establishment",http://www.luckysushico.com/,https://maps.google.com/?cid=1617921811169231197&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in West End BC,2.0,$$,2
ChIJKT2wgH5zhlQRVY9mtMzWaus,Joon's Kitchen,"3093 Oak St, Vancouver, BC V6H 2K8",49.2580941,-123.1271409,4.5,645.0,korean_restaurant,"korean_restaurant, sushi_restaurant, meal_takeaway, japanese_restaurant, restaurant, food, point_of_interest, establishment",https://joonskitchen.zomi.menu/,https://maps.google.com/?cid=16963607121132687189&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Korean restaurants in Kitsilano BC,2.0,$$,2
ChIJSfeyuuh1hlQRqdPh57pgHpA,Szechuan tales Restaurant,"8111 Leslie Rd, Richmond, BC V6X 1E4",49.1800036,-123.1346517,4.5,641.0,restaurant,"restaurant, food, point_of_interest, establishment",https://www.zomi.menu/shop/szechuantalesrestaurant,https://maps.google.com/?cid=10384844146633462697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Chinese restaurants in Richmond BC,2.0,$$,2
ChIJ5y7VcAB5hlQRVgbTd0cUjNU,YEUN KYUNG (연경) KOREAN CHINESE RESTAURANT,"4333 North Rd, Burnaby, BC V3N 4N3",49.2450736,-122.893209,4.5,631.0,korean_restaurant,"korean_restaurant, restaurant, food, point_of_interest, establishment",https://linktr.ee/yeunkyung24,https://maps.google.com/?cid=15387696324003694166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Korean restaurants in Burnaby BC,2.0,$$,2
ChIJXUDhAeJzhlQRsyu97gqaq-s,Italia Bella Bar & Grill,"53 W Broadway, Vancouver, BC V5Y 1P1",49.2632473,-123.1061808,4.5,625.0,italian_restaurant,"italian_restaurant, bar_and_grill, bar, restaurant, food, point_of_interest, establishment",https://www.italiabella.ca/,https://maps.google.com/?cid=16981836191676312499&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in Mount Pleasant BC,2.0,$$,2
ChIJCT7kXad1hlQRrIUXyk8atIc,Tandoori King Kitchen & Bar,"11911 Bridgeport Rd #101, Richmond, BC V6X 1T5",49.1923399,-123.0924203,4.5,621.0,restaurant,"restaurant, indian_restaurant, food, point_of_interest, establishment",http://tandooriking.com/,https://maps.google.com/?cid=9778469620923467180&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Indian restaurants in Richmond BC,2.0,$$,2
ChIJwXSqZ5J3hlQRYtWYOLyu_Ts,Olivo Cafe Burnaby,"3871 N Fraser Wy Unit 17, Burnaby, BC V5J 5G6",49.2016677,-123.017044,4.5,619.0,cafe,"cafe, restaurant, food, point_of_interest, establishment",https://www.instagram.com/olivocafe.burnaby/,https://maps.google.com/?cid=4322803340772169058&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mexican restaurants in Burnaby BC,1.0,$,1
ChIJDTCBYo9zhlQR65cZM2XZIjU,Kinkura Sushi + Sake,"656 Davie St, Vancouver, BC V6B 2G5",49.2768222,-123.1259475,4.5,610.0,sushi_restaurant,"sushi_restaurant, japanese_restaurant, restaurant, food, point_of_interest, establishment",https://kinkurasushi.ca/,https://maps.google.com/?cid=3828861661890582507&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJ7-nOLid3hlQRO-7Os0y4mY4,Bún Riêu Phương Nam,"7405 Edmonds St, Burnaby, BC V3N 1B1",49.2201891,-122.948617,4.5,603.0,vietnamese_restaurant,"vietnamese_restaurant, restaurant, food, point_of_interest, establishment",https://www.instagram.com/bun_rieu_phuong_nam/,https://maps.google.com/?cid=10275446664396205627&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vietnamese restaurants in Burnaby BC,1.0,$,1
ChIJCY2-lt1zhlQRrdBCO5My1yw,Uma Sushi,"450 W 8th Ave, Vancouver, BC V5Y 1R4",49.2638371,-123.1138149,4.5,591.0,japanese_restaurant,"sushi_restaurant, japanese_restaurant, restaurant, food, point_of_interest, establishment",https://umasushi.ca/,https://maps.google.com/?cid=3231106865597436077&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in Mount Pleasant BC,2.0,$$,2
ChIJkSMqtwd1hlQRuoQqPGOJKnM,Star6 Indian Cuisine,"Star6 indian cuisine, 4611 No 6 Rd #170, Richmond, BC V6V 2L3",49.1799094,-123.0696283,4.5,589.0,indian_restaurant,"indian_restaurant, restaurant, food, point_of_interest, establishment",https://star6.co/,https://maps.google.com/?cid=8298596322687747258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Indian restaurants in Richmond BC,2.0,$$,2
ChIJ3bF6uV9zhlQRp_tsSGGUq7s,Thai Town Restaurant,"1065 Granville St, Vancouver, BC V6Z 1L4",49.2786348,-123.1242475,4.5,588.0,thai_restaurant,"thai_restaurant, asian_restaurant, restaurant, food, point_of_interest, establishment",https://www.vancouverthaitown.com/,https://maps.google.com/?cid=13523065451657886631&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Thai restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJAZgt8gRxhlQRuzkP692jwWQ,My Cucina by Cipriano,"273 Lonsdale Ave, North Vancouver, BC V7M 2E9",49.3134279,-123.0773615,4.5,581.0,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",http://www.mycucina.ca/,https://maps.google.com/?cid=7260264247824693691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in North Vancouver BC,2.0,$$,2
ChIJyewOPABzhlQRlGpGTSekuaw,Sushi Mura Main St,"3068 Main St, Vancouver, BC V5T 3G5",49.2578688,-123.1008956,4.5,562.0,asian_restaurant,"asian_restaurant, restaurant, food, point_of_interest, establishment",https://mainst.sushimura.ca/,https://maps.google.com/?cid=12446159533922216596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in Mount Pleasant BC,1.0,$,1
ChIJi4HjHBpuhlQRwsi2c7JuaJQ,Carmelo's Ristorante Italiano,"1448 Marine Dr, West Vancouver, BC V7T 1B5",49.328016,-123.155582,4.5,561.0,italian_restaurant,"italian_restaurant, meal_takeaway, restaurant, food, point_of_interest, establishment",http://www.carmelos.ca/,https://maps.google.com/?cid=10693919027915835586&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in West End BC,2.0,$$,2
ChIJYwtyJgB5hlQRQzXWPkJ7vQE,Stone Korean BBQ House,"3778 Grande Prom. #310, Burnaby, BC V3J 1N4",49.249353,-122.8937443,4.5,561.0,korean_restaurant,"korean_restaurant, restaurant, food, point_of_interest, establishment",http://stonebbq.ca/,https://maps.google.com/?cid=125391889088525635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Korean restaurants in Burnaby BC,2.0,$$,2
ChIJDTxyCEJ6hlQRJl0OvVFJSYQ,Momiji Japanese Cuisine,"3720 Mt Seymour Pkwy, North Vancouver, BC V7G 1C3",49.3161962,-122.96822159999998,4.5,532.0,japanese_restaurant,"japanese_restaurant, sushi_restaurant, asian_restaurant, meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.oftendining.com/?store_id=4446#s:menu.php?store_id=4446&menu_id=-2&type_id=101&direct=0,https://maps.google.com/?cid=9532230701719379238&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in North Vancouver BC,2.0,$$,2
ChIJi0nShM9whlQRyNDF2pgK12g,L'Artista Italian Restaurant,"3891 E Hastings St, Burnaby, BC V5C 2H7",49.28126,-123.018888,4.5,529.0,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",https://www.lartistaristo.com/,https://maps.google.com/?cid=7554518551559000264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in Burnaby BC,2.0,$$,2
ChIJ1f_faOt3hlQR9UNINfOqmmU,#CHIBOP,"1805 Rosser Ave, Burnaby, BC V5C 6R4",49.2677387,-123.0064866,4.5,527.0,korean_restaurant,"korean_restaurant, restaurant, food, point_of_interest, establishment",http://www.chibop.ca/,https://maps.google.com/?cid=7321352105791865845&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Korean restaurants in Mount Pleasant BC,2.0,$$,2
